METADATA,Execution time: 2025-11-16 19:12:03,,Total projects collected: 1820,Total pages processed: 200,Duration: 43.50 seconds
114,2510-150524-04-05-654845,20251031105147356N,库伦旗“库颐康荞”中心敬老院适老化改造项目,政府投资社会事业项目项目建议书审批,批复
114,2510-150924-04-01-422832,20251031104452311N,中国石化销售股份有限公司内蒙古乌兰察布石油分公司兴和新起点加能站增加充电桩扩建项目,加油站、加气站、充电桩项目备案,批复
114,2510-150430-04-01-186541,20251031103845307N,敖汉旗2025年大中型水库移民后期扶持萨力巴乡乌兰召村板涵建设项目（结余资金）,水库移民后期扶持项目实施方案审批,批复
114,2510-150430-04-01-750694,20251031103445291N,敖汉旗2025年大中型水库移民后期扶持萨力巴乡张家营子村文化广场建设项目（结余资金）,水库移民后期扶持项目实施方案审批,批复
114,2509-150603-04-04-582436,20251031103346288N,鄂尔多斯市运煤车辆监管系统项目,信息化类项目可行性研究报告审批,批复
114,2510-150430-04-01-715472,20251031103257281N,敖汉旗2025年大中型水库移民后期扶持牛古吐镇黑山嘴村水泥路建设项目（结余资金）,水库移民后期扶持项目实施方案审批,批复
5,2511-150429-04-01-938118,20251114150343263N,赤峰承接产业转移开发区汐子园区中水供水工程,城市基础设施项目备案,批复
5,2511-150502-04-01-753626,20251114145848242N,城东片区福利路以西土地开发整理二期,房地产项目备案,批复
5,2511-152223-04-05-367309,20251114145554235N,扎赉特旗人民医院新址停车场建设项目,城市基础设施项目建议书审批,批复
5,2509-150207-04-01-567794,20251114144105199N,包头市九原区四道沙河尹六窑段雨洪排口截污整治项目,城镇污水和生活垃圾处理（除垃圾发电外）项目可行性研究报告审批,批复
5,2511-152224-04-01-257531,20251114143957193N,兴安盟突泉县中医医院精神病房改造项目,政府投资社会事业项目可行性研究报告审批,批复
5,2511-150102-89-01-951764,20251114141446155N,红山口精品民宿项目,社会事业项目备案,批复
5,2511-152201-04-01-983756,20251114131916104N,不是正式项目-2025-11-14,测试备案事项,批复
5,2511-150622-04-01-890321,20251114115854788N,准格尔旗2025年龙口镇、魏家峁镇、薛家湾镇、迎泽街道自然村通硬化路工程,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目项目建议书审批,批复
5,2305-150304-07-02-147222,20251114113605695N,内蒙古宜化化工有限公司大气污染防治可吸入颗粒物（PM10）封闭管理项目,工业项目备案（工信）,批复
5,2507-150404-04-01-271170,20251114113229676N,蒙东现代快递物流园配套基础设施建设项目,城市基础设施项目初步设计审批,
116,2510-150522-04-01-550547,20251031094512951N,国道G203线至胜利农场联网路建设项目,不跨旗县农村公路（旗县级及以下公路）、独立公路桥梁、隧道项目项目建议书审批,批复
116,2510-150121-04-01-898847,20251031094032939N,土默特左旗金山热电厂三期周边过河道路应急抢险工程,城市基础设施项目建议书审批,批复
116,2509-152921-04-01-616752,20251031093806936N,阿拉善左旗吉兰泰镇污水管网建设工程,城镇污水和生活垃圾处理（除垃圾发电外）项目可行性研究报告审批,批复
116,2510-150124-04-01-999871,20251031093737934N,呼和浩特市清水河县宏河镇石畔子村田雪飞70KW自然人户用分布式光伏发电项目,光伏电站项目备案,批复
116,2510-152571-04-01-514510,20251031092353921N,乌拉盖管理区巴彦胡硕镇排水设施更新改造建设项目,城市基础设施项目建议书审批,批复
116,2511-150403-04-01-482165,20251031091315902N,赤峰市元宝山区五家镇北台子李超70千瓦分布式光伏发电项目,光伏电站项目备案,批复
116,2511-150403-04-01-188894,20251031090441889N,赤峰市元宝山区五家镇北台子张伟70千瓦分布式光伏发电项目,光伏电站项目备案,批复
116,2507-150204-04-01-695446,20251031090003825N,智能化钢结构生产及空气能设备研发组装项目,工业项目备案（发改）,批复
116,2510-150929-04-02-686401,20251030193227584N,四子王旗工人文化宫改造工程建设项目,政府投资社会事业项目项目建议书审批,批复
116,2510-150521-04-01-762895,20251030181111562N,科左中旗鑫东苏砖厂年产1亿块粉煤灰烧结砖生产线项目,工业项目备案（发改）,批复
75,2511-150621-60-01-655866,20251106095927870N,鄂尔多斯市腾超能源有限公司达拉特旗白泥井镇七分子村北社刘泉30KW分布式光伏发电项目,光伏电站项目备案,批复
75,2511-150698-04-01-292345,20251106095812861N,鄂尔多斯运达风电叶片及主机生产基地标准化厂房项目,工业项目备案（发改）,批复
75,2511-150924-04-01-368949,20251106095707854N,兴和县养老服务中心“养办医”试点建设项目,政府投资社会事业项目项目建议书审批,不予许可
75,2511-150621-60-01-974353,20251106095549839N,鄂尔多斯市腾超能源有限公司达拉特旗白泥井镇七分子村北社刘二全30KW分布式光伏发电项目,光伏电站项目备案,批复
75,2511-150205-04-01-575896,20251106095349834N,连铸连轧绿色节能精深加工项目,工业项目备案（发改）,批复
75,2511-150621-60-01-531237,20251106095248832N,鄂尔多斯市腾超能源有限公司达拉特旗白泥井镇七分子村杨二壕社孙光30KW分布式光伏发电项目,光伏电站项目备案,批复
75,2511-150621-60-01-353521,20251106094916818N,鄂尔多斯市腾超能源有限公司达拉特旗白泥井镇七分子村邬家圪堵社张有贵30KW分布式光伏发电项目,光伏电站项目备案,批复
75,2506-152526-04-01-461302,20251106094658801N,锡林郭勒盟西乌珠穆沁旗白音华康达贸易综合楼建设项目,房地产项目备案,批复
75,2511-150203-04-01-138855,20251106094602796N,内蒙古锐丰汇建材有限公司环保砖建设项目,旗县产业类项目备案,批复
75,2511-150621-60-01-780450,20251106094505789N,鄂尔多斯市腾超能源有限公司达拉特旗白泥井镇七分子村邬家圪堵社刘二河30KW分布式光伏发电项目,光伏电站项目备案,批复
133,2510-150622-20-01-723714,20251029163134961N,韩通养殖项目,农牧业项目备案,批复
133,2510-150423-04-01-851800,20251029162946958N,巴林右旗宝日勿苏镇哈如拉嘎查恩格尔艾力以工代赈山洪治理项目,农牧业项目可行性研究报告审批,批复
133,2510-150502-04-01-716835,20251029162934956N,2025年科尔沁区滨河大街红星新城北门西侧停车场充电站项目,加油站、加气站、充电桩项目备案,批复
133,2510-150502-04-01-616648,20251029162728952N,2025年科尔沁区滨河大街东方世纪城南门停车场充电站项目,加油站、加气站、充电桩项目备案,批复
133,2510-150102-89-05-512123,20251029162615945N,呼和浩特新城区101北地块停车场、重卡充换电站项目,加油站、加气站、充电桩项目备案,批复
133,2510-152921-04-01-453252,20251029162556943N,阿拉善盟华西工贸有限责任公司年产30万立方米水洗砂项目,工业项目备案（发改）,批复
133,2510-150502-04-01-888265,20251029162442931N,2025年科尔沁区西拉木伦大街与前进路交汇处东南角锦绣中华停车充电站项目,加油站、加气站、充电桩项目备案,批复
133,2510-150502-04-01-244940,20251029162155923N,2025年科尔沁区西拉木伦大街与东顺路东侧阿卡迪亚南门停车场充电站项目,加油站、加气站、充电桩项目备案,批复
133,2510-150303-04-01-648496,20251029162155920N,乌海远大置业有限公司煤棚硬化、修复项目,旗县产业类项目备案,批复
133,2510-150502-04-01-121628,20251029161830903N,2025年科尔沁区霍林河大街与和平路交汇处内蒙古银行停车场充电站项目,加油站、加气站、充电桩项目备案,批复
62,2510-150424-04-01-558417,20251023153538768N,内蒙古晶业新能源科技有限公司林西县400MW/2400MWh独立储能电站建设项目,能源类的项目备案,批复
62,2506-150823-04-01-635924,20251022153124121N,乌梁素海渔业生态保护增殖放流项目,农林牧水项目备案,批复
62,2510-150205-04-01-566209,20251023153335741N,白草沟防护坝基础设施建设项目,城市基础设施项目备案,批复
62,2510-150430-04-01-653208,20251023153004710N,敖汉旗城乡生活垃圾一体化处置设备更新改造项目,城镇污水和生活垃圾处理（除垃圾发电外）项目项目建议书审批,批复
62,2508-150422-04-01-885860,20251023152231684N,2025年度巴林左旗衔接推进乡村振兴补助资金石棚沟林场林药、林菌项目,农牧业项目可行性研究报告审批,批复
62,2509-150422-04-01-873193,20251023152136682N,2025年巴林左旗乡村振兴产业园粮食仓储库建设项目,仓储物流类项目可行性研究报告审批,批复
62,2510-152201-04-04-446012,20251023151904676N,兴安盟紧密型县域医共体信息化建设项目,信息化类项目建议书审批,批复
62,2510-150421-04-01-140007,20251023151403654N,阿鲁科尔沁旗云坡家庭牧场种驴繁育基地建设项目,农林牧水项目备案,批复
62,2309-150430-04-01-604968,20251023151122646N,敖汉旗新惠镇餐厨垃圾无害化处理项目.,城镇污水和生活垃圾处理（除垃圾发电外）项目可行性研究报告审批,批复
62,2510-150625-04-05-885680,20251023145344607N,杭锦旗中学综合楼建设项目,政府投资社会事业项目项目建议书审批,批复
67,2511-150623-04-01-504113,20251106150728203N,鄂托克前旗乐惠多商贸有限公司日用百货及家电仓储集配中心,仓储物流类项目备案,批复
67,2511-150424-04-01-239951,20251106150711201N,林西县消防救援大队室内体能训练馆建设项目,城市基础设施项目建议书审批,批复
67,2505-150426-89-01-119845,20251106150433194N,长春-石家庄天然气管道项目赤峰北分输站开口门站和城镇燃气管道及配套项目,企业投资天然气领域设施和小型天然气液化设施备案,批复
67,2511-150825-07-02-294025,20251106150330191N,乌拉特后旗新星化工有限责任公司除尘系统提标升级改造项目,工业项目备案（工信）,不予许可
67,2511-150102-89-02-493231,20251106150005182N,呼和浩特供电公司2025年10千伏及以下业扩配套项目（二）,依据现行政策企业投资能源类的项目备案,批复
67,2510-150424-04-01-952532,20251106145845176N,新林镇新合村防洪排水渠护坡工程（林西县2025年市本级易地扶贫搬迁后续扶持项目）,农牧业项目可行性研究报告审批,批复
67,2511-150421-04-01-213223,20251106144851155N,智创正洁能源科技（呼和浩特市）有限公司绍根镇爱根苏木村金玉刚非自然人户用分布式光伏发电项目,光伏电站项目备案,批复
67,2511-150502-04-01-360240,20251106144820153N,理想5C超充站通辽维多利广场充电桩项目,社会事业项目备案,批复
67,2511-150522-04-01-748878,20251106144015146N,小吴家庭农牧场建设项目,农林牧水项目备案,批复
67,2511-150403-04-01-280586,20251106143746143N,赤峰东汇制药有限公司年产5110吨原料药及化工产品建设项目,医药类项目备案,批复
109,2511-150403-04-01-979214,20251031192823669N,赤峰市望泰新能源有限公司非自然人户用80千瓦分布式光伏发电项目（吕素芝庭院）,光伏电站项目备案,批复
109,2510-150206-04-01-525092,20251031183239654N,白云鄂博人才保障与后勤用房综合升级改造项目,城市基础设施项目备案,批复
109,2510-150271-04-01-402364,20251031173426618N,稀土高新区暴雨受灾恢复项目—胜源滨河新城小区住宅楼外墙保温层脱落应急抢修工程,城市基础设施项目可行性研究报告审批,批复
109,2509-150404-04-01-843078,20251031171357577N,2025年赤峰市松山区武警花苑小区等小区地下管网及设施更新改造工程,城市基础设施项目可行性研究报告审批,批复
109,2510-150124-04-01-945529,20251031170331423N,清水河县当阳桥水库水生态综合治理及供水工程,农林牧水项目备案,批复
109,2510-150725-04-01-797636,20251031170208412N,陈巴尔虎旗巴彦库仁镇居民小区老旧供水管网改造工程,城市基础设施项目可行性研究报告审批,批复
109,2511-152502-04-01-976036,20251031165106380N,锡林浩特市殡仪服务中心配套设施建设项目,政府投资社会事业项目项目建议书审批,批复
109,2401-150981-04-01-758187,20251031164338364N,丰镇市华兴化工有限公司8×42000KVA全密闭矿热炉及配套设施建设项目,工业项目备案（发改）,批复
